45.078125, 1
45.078125, 2
45.078125, 3
45.078125, 4
45.078125, 5
22.741146, 6
21.724740, 7
22.088281, 8
23.513281, 9
16.015625, 10
13.367708, 11
10.183817, 12
13.611322, 13
14.492680, 14
14.842913, 15
12.587814, 16
10.069494, 17
12.112902, 18
11.803732, 19
12.032040, 20
8.261346, 21
9.223313, 22
7.902877, 23
5.641834, 24
8.698019, 25
5.227865, 26
6.109179, 27
7.117292, 28
8.485308, 29
6.101421, 30
5.609907, 31
7.074539, 32
3.888356, 33
4.359794, 34
3.614335, 35
4.840708, 36
4.662921, 37
4.186272, 38
4.628308, 39
3.858817, 40
4.899928, 41
4.122142, 42
4.058764, 43
3.993120, 44
4.572963, 45
3.764451, 46
4.617450, 47
3.470078, 48
6.012162, 49
3.287868, 50
3.415882, 51
4.281647, 52
4.596565, 53
3.479621, 54
3.212286, 55
3.439522, 56
3.838927, 57
4.013570, 58
3.233279, 59
2.802325, 60
3.160744, 61
3.177239, 62
3.014503, 63
3.040196, 64
3.394466, 65
2.672712, 66
3.478693, 67
3.241698, 68
2.866768, 69
3.741745, 70
2.875127, 71
3.106438, 72
2.818871, 73
2.617746, 74
3.256943, 75
2.782309, 76
2.909455, 77
2.338567, 78
2.665057, 79
2.803570, 80
2.816481, 81
2.646457, 82
2.749041, 83
2.897828, 84
2.463424, 85
2.535325, 86
2.541836, 87
2.433712, 88
2.322700, 89
2.237662, 90
2.554020, 91
2.487697, 92
2.436787, 93
2.118097, 94
2.329874, 95
2.551304, 96
2.231297, 97
2.444941, 98
2.383521, 99
2.214114, 100
1.991854, 101
2.212661, 102
2.202093, 103
2.300384, 104
2.270436, 105
2.293164, 106
2.398730, 107
1.733743, 108
2.363640, 109
2.241099, 110
2.105211, 111
2.296282, 112
2.100628, 113
2.102526, 114
1.907274, 115
2.181652, 116
2.058694, 117
2.169199, 118
2.166538, 119
1.640699, 120
2.096281, 121
1.881529, 122
1.943813, 123
2.055184, 124
2.029701, 125
2.118878, 126
1.908136, 127
1.870570, 128
1.737701, 129
2.076986, 130
1.830055, 131
2.168269, 132
2.020961, 133
2.079213, 134
1.878403, 135
2.011847, 136
1.959064, 137
2.014542, 138
1.933817, 139
1.724719, 140
1.898970, 141
1.691518, 142
1.592448, 143
1.999689, 144
1.948545, 145
1.967870, 146
1.762677, 147
1.704087, 148
2.096267, 149
1.515848, 150
2.064998, 151
1.828569, 152
1.767552, 153
1.699249, 154
1.720722, 155
1.673786, 156
1.812362, 157
1.643784, 158
1.886290, 159
1.704980, 160
1.742414, 161
1.733917, 162
1.643208, 163
1.859505, 164
1.846689, 165
1.655997, 166
1.816781, 167
1.628295, 168
1.651666, 169
1.621298, 170
1.615157, 171
1.647512, 172
1.739239, 173
1.593854, 174
1.631924, 175
1.945816, 176
1.572650, 177
1.693614, 178
1.596158, 179
1.655051, 180
1.682945, 181
1.565092, 182
1.645645, 183
1.708418, 184
1.710643, 185
1.832851, 186
1.709651, 187
1.627528, 188
1.725112, 189
1.658488, 190
1.647896, 191
1.673480, 192
1.687549, 193
1.854345, 194
1.501569, 195
1.669947, 196
1.605160, 197
1.718143, 198
1.456548, 199
1.591359, 200
1.670416, 201
1.618582, 202
2.005534, 203
1.611739, 204
1.530541, 205
1.478478, 206
1.494209, 207
1.611449, 208
1.633895, 209
1.506105, 210
1.494965, 211
1.491348, 212
1.623693, 213
1.494703, 214
1.546435, 215
1.589667, 216
1.509989, 217
1.550670, 218
1.367764, 219
1.551603, 220
1.568946, 221
1.555079, 222
1.500218, 223
1.556432, 224
1.442172, 225
