24.250000, 1
14.459375, 2
8.984375, 3
6.109375, 4
6.057589, 5
5.104588, 6
4.659896, 7
3.971875, 8
4.349873, 9
3.654427, 10
3.526047, 11
3.261025, 12
2.983176, 13
2.888217, 14
2.622036, 15
2.456101, 16
2.233333, 17
2.119085, 18
2.213014, 19
2.469770, 20
2.346975, 21
2.245316, 22
2.119643, 23
2.141693, 24
1.836570, 25
2.131109, 26
1.937500, 27
1.977505, 28
1.858936, 29
1.894990, 30
1.864766, 31
1.755636, 32
1.757802, 33
1.762973, 34
1.608854, 35
1.837390, 36
1.876102, 37
1.611027, 38
1.748285, 39
1.727953, 40
1.727604, 41
1.602883, 42
1.510590, 43
1.605249, 44
1.610658, 45
1.583188, 46
1.488120, 47
1.598040, 48
1.479945, 49
1.416295, 50
1.469005, 51
1.458681, 52
1.566238, 53
1.250000, 54
1.356050, 55
1.343750, 56
1.417121, 57
1.313344, 58
1.385414, 59
1.416914, 60
1.459082, 61
1.396655, 62
1.418603, 63
1.325758, 64
1.335851, 65
1.495451, 66
1.398561, 67
1.324132, 68
1.329241, 69
1.416877, 70
1.292296, 71
1.286149, 72
1.320725, 73
1.379622, 74
1.333649, 75
1.339030, 76
1.277503, 77
1.299729, 78
1.246670, 79
1.292874, 80
1.323025, 81
1.280756, 82
1.248289, 83
1.256250, 84
1.208333, 85
1.156250, 86
1.282165, 87
1.320083, 88
1.220737, 89
1.244598, 90
1.238351, 91
1.224162, 92
1.279780, 93
1.271642, 94
1.294920, 95
1.181920, 96
1.093750, 97
1.255638, 98
1.220376, 99
1.226792, 100
1.249402, 101
1.265495, 102
1.156250, 103
1.303483, 104
1.265601, 105
1.219099, 106
1.282106, 107
1.161607, 108
1.197573, 109
1.200540, 110
1.194920, 111
1.241864, 112
1.172854, 113
1.222036, 114
1.233301, 115
1.209201, 116
1.109375, 117
1.125000, 118
1.223951, 119
1.191354, 120
1.177259, 121
1.172917, 122
1.203502, 123
1.178125, 124
1.215444, 125
1.166667, 126
1.135454, 127
1.194942, 128
1.191291, 129
1.206563, 130
1.146354, 131
1.217708, 132
1.182726, 133
1.114583, 134
1.148190, 135
1.198028, 136
1.176691, 137
1.209177, 138
1.093750, 139
1.135603, 140
1.157292, 141
1.169705, 142
1.179573, 143
1.171627, 144
1.141668, 145
1.196546, 146
1.125000, 147
1.093750, 148
1.185417, 149
1.155369, 150
1.000000, 151
1.113021, 152
1.122128, 153
1.180208, 154
1.151563, 155
1.110417, 156
1.144255, 157
1.154266, 158
1.140506, 159
1.062500, 160
1.000000, 161
1.173648, 162
1.093750, 163
1.031250, 164
1.135565, 165
1.125978, 166
